window_size,feature_variance,mean_scoring,std_scoring,top_features,is_optimal,Accuracy,Balanced Accuracy,ROC AUC,F1 Score,Time Taken
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.7,0.7083333333333333,0.7083333333333334,0.7030303030303029,0.01151275634765625
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.7,0.6875,0.6875,0.7,0.011071920394897461
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.7,0.6875,0.6875,0.7,0.012057065963745117
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.7,0.6875,0.6875,0.7,0.012056112289428711
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.7,0.6875,0.6875,0.7,0.012915849685668945
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.7,0.6875,0.6875,0.7,0.01085209846496582
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.7,0.6875,0.6875,0.7,0.011445045471191406
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.65,0.6666666666666667,0.6666666666666666,0.6526315789473685,0.014173269271850586
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.7,0.6666666666666667,0.6666666666666667,0.6901098901098901,0.12634801864624023
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.65,0.6666666666666667,0.6666666666666666,0.6526315789473685,0.011334896087646484
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.7,0.6666666666666667,0.6666666666666667,0.6901098901098901,0.1281130313873291
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.65,0.625,0.625,0.6453333333333333,0.011830806732177734
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.55,0.5833333333333334,0.5833333333333334,0.544360902255639,0.013657808303833008
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.6,0.5833333333333333,0.5833333333333333,0.6,0.01153707504272461
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.6,0.5833333333333333,0.5833333333333333,0.6,0.09713006019592285
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.55,0.5416666666666667,0.5416666666666667,0.553452685421995,0.012969017028808594
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.55,0.5416666666666667,0.5416666666666667,0.553452685421995,0.011605024337768555
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.55,0.5208333333333333,0.5208333333333333,0.5439999999999999,0.013546943664550781
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.6,0.5208333333333333,0.5208333333333333,0.5199999999999999,0.013362884521484375
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.55,0.5,0.5,0.5230769230769231,0.013949155807495117
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.55,0.5,0.5,0.5230769230769231,0.01251077651977539
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.6,0.5,0.5,0.45,0.012281179428100586
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.5,0.4791666666666667,0.4791666666666667,0.5,0.12429213523864746
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.45,0.45833333333333337,0.45833333333333337,0.4541353383458646,0.011397123336791992
10,0.08209600406414341,0.5695959595959595,0.11857906397773312,"feature_7, feature_1, feature_0",Yes,0.5,0.4166666666666667,0.4166666666666667,0.4,0.029354095458984375
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.65,0.6515151515151515,0.6515151515151516,0.6508771929824562,0.010989189147949219
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.65,0.6414141414141414,0.6414141414141414,0.6473145780051152,0.010288000106811523
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.6,0.606060606060606,0.6060606060606062,0.6,0.011606931686401367
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.6,0.5656565656565656,0.5656565656565656,0.5428571428571429,0.011594057083129883
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.55,0.5404040404040404,0.5404040404040403,0.5465473145780051,0.012448787689208984
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.55,0.5404040404040404,0.5404040404040403,0.5465473145780051,0.01161503791809082
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.55,0.5404040404040404,0.5404040404040403,0.5465473145780051,0.011931896209716797
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.55,0.5404040404040404,0.5404040404040403,0.5465473145780051,0.013648271560668945
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.55,0.5404040404040404,0.5404040404040403,0.5465473145780051,0.011192798614501953
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.55,0.5303030303030303,0.5303030303030303,0.532,0.09571099281311035
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.55,0.5303030303030303,0.5303030303030303,0.532,0.012119054794311523
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.55,0.5202020202020202,0.5202020202020202,0.5051282051282051,0.011487960815429688
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.55,0.5202020202020202,0.5202020202020202,0.5051282051282051,0.04184985160827637
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.55,0.51010101010101,0.51010101010101,0.46112852664576803,0.013485908508300781
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.55,0.5,0.5,0.3903225806451613,0.010779857635498047
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.5,0.4949494949494949,0.4949494949494949,0.5,0.03501081466674805
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.5,0.4949494949494949,0.4949494949494949,0.5,0.01467585563659668
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.5,0.48484848484848486,0.48484848484848486,0.48958333333333337,0.011136054992675781
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.5,0.47474747474747475,0.4747474747474747,0.46703296703296704,0.013995885848999023
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.5,0.47474747474747475,0.4747474747474747,0.46703296703296704,0.012224912643432617
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.5,0.47474747474747475,0.4747474747474747,0.46703296703296704,0.013850927352905273
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.5,0.47474747474747475,0.4747474747474747,0.46703296703296704,0.03091883659362793
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.45,0.43939393939393934,0.43939393939393945,0.44578005115089514,0.01106882095336914
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.45,0.43939393939393934,0.43939393939393945,0.44578005115089514,0.12936091423034668
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.45,0.4292929292929293,0.4292929292929293,0.42800000000000005,0.029258012771606445
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.4,0.3939393939393939,0.3939393939393939,0.4,0.01081395149230957
15,0.0848929851425608,0.5353535353535355,0.09314862127998792,"feature_7, feature_3, feature_8",No,0.35,0.33838383838383834,0.33838383838383834,0.34501278772378513,0.11432313919067383
